,,Season,Seed,Team,Team_Name,Slot,StrongSeed,DayZero,Daynum,Wteam,Wscore,Lteam,Lscore,Wloc,Numot,Wfgm,Wfga,Wfgm3,Wfga3,Wftm,Wfta,Wor,Wdr,Wast,Wto,Wstl,Wblk,Wpf,Lfgm,Lfga,Lfgm3,Lfga3,Lftm,Lfta,Lor,Ldr,Last,Lto,Lstl,Lblk,Lpf
2010-Y09,2010-R1Y8,2010,Y09,1320,Northern Iowa,R1Y8,0,11/2/2009,136,1,69,0,66,N,0,20,45,9,19,20,23,13,22,11,16,7,2,16,25,58,9,22,7,12,15,13,12,8,9,2,20
2010-Y10,2010-R1Y7,2010,Y10,1210,Georgia Tech,R1Y7,0,11/2/2009,137,1,64,0,59,N,0,19,44,2,10,24,25,10,22,11,13,8,1,15,22,44,6,22,9,13,3,14,12,11,8,1,20
2010-Y11,2010-R1Y6,2010,Y11,1361,San Diego St,R1Y6,0,11/2/2009,136,0,62,1,59,N,0,20,52,8,17,14,18,13,19,10,11,3,3,19,20,52,3,18,16,21,11,22,10,10,3,6,16
2010-Y12,2010-R1Y5,2010,Y12,1308,New Mexico St,R1Y5,0,11/2/2009,137,0,70,1,67,N,0,20,53,7,19,23,33,14,26,16,9,5,4,22,23,57,8,21,13,22,15,25,8,11,7,3,23
2010-Y13,2010-R1Y4,2010,Y13,1222,Houston,R1Y4,0,11/2/2009,137,0,89,1,77,N,0,32,68,4,17,21,25,17,33,18,10,2,4,20,25,60,7,20,20,32,9,20,7,6,6,1,19
2010-Y14,2010-R1Y3,2010,Y14,1325,Ohio,R1Y3,0,11/2/2009,136,1,97,0,83,N,0,32,55,13,23,20,26,8,18,15,12,6,3,18,31,61,8,22,13,19,14,17,14,18,5,5,21
2010-Y15,2010-R1Y2,2010,Y15,1364,Santa Barbara,R1Y2,0,11/2/2009,137,0,68,1,51,N,0,21,52,10,22,16,18,8,30,14,9,5,12,12,20,62,6,19,5,7,12,23,11,9,6,2,16
2010-Y16,2010-R1Y1,2010,Y16,1250,Lehigh,R1Y1,0,11/2/2009,136,0,90,1,74,N,0,38,69,9,21,5,10,14,27,17,14,10,11,18,25,62,7,19,17,21,13,20,11,13,6,4,16
2010-Z01,2010-R1Z1,2010,Z01,1393,Syracuse,R1Z1,1,11/2/2009,137,1,79,0,56,N,0,30,55,10,22,9,11,13,27,24,16,8,8,14,23,66,5,22,5,10,16,13,13,9,8,1,11
2010-Z02,2010-R1Z2,2010,Z02,1243,Kansas St,R1Z2,1,11/2/2009,136,1,82,0,62,N,0,31,61,7,18,13,20,17,23,12,11,9,10,25,17,55,5,19,23,31,19,17,8,16,2,0,17
2010-Z03,2010-R1Z3,2010,Z03,1338,Pittsburgh,R1Z3,1,11/2/2009,137,1,89,0,66,N,0,30,56,4,12,25,36,9,29,18,15,10,1,26,19,57,4,21,24,32,11,21,8,17,8,1,25
2010-Z04,2010-R1Z4,2010,Z04,1435,Vanderbilt,R1Z4,1,11/2/2009,136,0,66,1,65,N,0,25,60,7,15,9,17,15,24,13,11,4,4,21,22,50,4,12,17,29,10,23,15,10,4,4,17
2010-Z05,2010-R1Z5,2010,Z05,1139,Butler,R1Z5,1,11/2/2009,136,1,77,0,59,N,0,23,50,13,31,18,28,8,24,14,10,6,1,13,24,57,4,18,7,9,6,24,15,14,8,1,24
2010-Z06,2010-R1Z6,2010,Z06,1462,Xavier,R1Z6,1,11/2/2009,137,1,65,0,54,N,0,23,67,7,20,12,19,20,30,15,6,6,3,16,19,62,7,26,9,14,16,25,14,8,2,11,18
2010-Z07,2010-R1Z7,2010,Z07,1140,BYU,R1Z7,1,11/2/2009,136,1,99,0,92,N,2,32,65,10,23,25,32,10,23,11,12,12,2,17,34,78,10,32,14,19,20,25,15,21,7,4,24
2010-Z08,2010-R1Z8,2010,Z08,1211,Gonzaga,R1Z8,1,11/2/2009,137,1,67,0,60,N,0,21,42,3,10,22,30,6,32,11,15,5,5,19,21,59,6,20,12,20,11,21,15,8,7,4,22
2010-Z09,2010-R1Z8,2010,Z09,1199,Florida St,R1Z8,0,11/2/2009,137,0,67,1,60,N,0,21,42,3,10,22,30,6,32,11,15,5,5,19,21,59,6,20,12,20,11,21,15,8,7,4,22
2010-Z10,2010-R1Z7,2010,Z10,1196,Florida,R1Z7,0,11/2/2009,136,0,99,1,92,N,2,32,65,10,23,25,32,10,23,11,12,12,2,17,34,78,10,32,14,19,20,25,15,21,7,4,24
2010-Z11,2010-R1Z6,2010,Z11,1278,Minnesota,R1Z6,0,11/2/2009,137,0,65,1,54,N,0,23,67,7,20,12,19,20,30,15,6,6,3,16,19,62,7,26,9,14,16,25,14,8,2,11,18
2010-Z12,2010-R1Z5,2010,Z12,1431,UTEP,R1Z5,0,11/2/2009,136,0,77,1,59,N,0,23,50,13,31,18,28,8,24,14,10,6,1,13,24,57,4,18,7,9,6,24,15,14,8,1,24
2010-Z13,2010-R1Z4,2010,Z13,1293,Murray St,R1Z4,0,11/2/2009,136,1,66,0,65,N,0,25,60,7,15,9,17,15,24,13,11,4,4,21,22,50,4,12,17,29,10,23,15,10,4,4,17
2010-Z14,2010-R1Z3,2010,Z14,1324,Oakland,R1Z3,0,11/2/2009,137,0,89,1,66,N,0,30,56,4,12,25,36,9,29,18,15,10,1,26,19,57,4,21,24,32,11,21,8,17,8,1,25
2010-Z15,2010-R1Z2,2010,Z15,1317,North Texas,R1Z2,0,11/2/2009,136,0,82,1,62,N,0,31,61,7,18,13,20,17,23,12,11,9,10,25,17,55,5,19,23,31,19,17,8,16,2,0,17
2010-Z16,2010-R1Z1,2010,Z16,1436,Vermont,R1Z1,0,11/2/2009,137,0,79,1,56,N,0,30,55,10,22,9,11,13,27,24,16,8,8,14,23,66,5,22,5,10,16,13,13,9,8,1,11
2011-W01,2011-R1W1,2011,W01,1326,Ohio St,R1W1,1,11/1/2010,137,1,75,0,46,N,0,29,52,12,24,5,8,11,24,26,13,5,3,9,18,53,4,17,6,7,11,15,6,13,7,0,13
2011-W02,2011-R1W2,2011,W02,1314,North Carolina,R1W2,1,11/1/2010,137,1,102,0,87,N,0,34,67,3,17,31,42,12,42,21,18,3,10,19,31,85,8,31,17,25,16,23,19,14,11,1,28
2011-W03,2011-R1W3,2011,W03,1393,Syracuse,R1W3,1,11/1/2010,137,1,77,0,60,N,0,23,44,7,16,24,31,9,26,17,15,8,4,16,22,55,7,21,9,14,10,15,13,14,7,1,24
2011-W04,2011-R1W4,2011,W04,1246,Kentucky,R1W4,1,11/1/2010,136,1,59,0,57,N,0,24,47,5,11,6,11,6,20,12,9,5,7,8,24,52,3,14,6,7,8,20,8,6,8,2,11
2011-W05,2011-R1W5,2011,W05,1452,West Virginia,R1W5,1,11/1/2010,136,1,84,0,76,N,0,27,55,5,13,25,31,14,23,15,11,6,1,21,25,58,5,21,21,26,13,18,15,9,5,3,24
2011-W06,2011-R1W6,2011,W06,1462,Xavier,R1W6,1,11/1/2010,137,0,66,1,55,N,0,24,45,5,12,13,19,5,21,13,15,6,2,18,21,51,2,13,11,15,11,19,11,15,3,2,19
2011-W07,2011-R1W7,2011,W07,1449,Washington,R1W7,1,11/1/2010,137,1,68,0,65,N,0,26,60,4,18,12,14,11,18,10,5,6,1,19,23,50,5,12,14,19,11,25,9,15,3,1,13
2011-W08,2011-R1W8,2011,W08,1206,George Mason,R1W8,1,11/1/2010,137,1,61,0,57,N,0,21,52,4,14,15,24,12,24,12,9,3,1,15,19,52,7,22,12,17,10,25,10,9,5,5,19
2011-W09,2011-R1W8,2011,W09,1437,Villanova,R1W8,0,11/1/2010,137,0,61,1,57,N,0,21,52,4,14,15,24,12,24,12,9,3,1,15,19,52,7,22,12,17,10,25,10,9,5,5,19
2011-W10,2011-R1W7,2011,W10,1208,Georgia,R1W7,0,11/1/2010,137,0,68,1,65,N,0,26,60,4,18,12,14,11,18,10,5,6,1,19,23,50,5,12,14,19,11,25,9,15,3,1,13
2011-W11,2011-R1W6,2011,W11,1266,Marquette,R1W6,0,11/1/2010,137,1,66,0,55,N,0,24,45,5,12,13,19,5,21,13,15,6,2,18,21,51,2,13,11,15,11,19,11,15,3,2,19
2011-W12a,2011-W12,2011,W12a,1155,Clemson,W12,1,11/1/2010,134,1,70,0,52,N,0,26,50,4,13,14,16,4,25,17,12,10,2,12,18,48,12,24,4,7,7,22,10,19,4,3,10
2011-W12b,2011-W12,2011,W12b,1412,UAB,W12,0,11/1/2010,134,0,70,1,52,N,0,26,50,4,13,14,16,4,25,17,12,10,2,12,18,48,12,24,4,7,7,22,10,19,4,3,10
2011-W13,2011-R1W4,2011,W13,1343,Princeton,R1W4,0,11/1/2010,136,0,59,1,57,N,0,24,47,5,11,6,11,6,20,12,9,5,7,8,24,52,3,14,6,7,8,20,8,6,8,2,11
2011-W14,2011-R1W3,2011,W14,1232,Indiana St,R1W3,0,11/1/2010,137,0,77,1,60,N,0,23,44,7,16,24,31,9,26,17,15,8,4,16,22,55,7,21,9,14,10,15,13,14,7,1,24
2011-W15,2011-R1W2,2011,W15,1254,Long Island,R1W2,0,11/1/2010,137,0,102,1,87,N,0,34,67,3,17,31,42,12,42,21,18,3,10,19,31,85,8,31,17,25,16,23,19,14,11,1,28
2011-W16a,2011-W16,2011,W16a,1106,Alabama St,W16,1,11/1/2010,135,0,70,1,61,N,0,23,54,4,16,20,30,10,30,14,13,4,0,14,22,62,7,26,10,12,11,28,13,12,6,3,22
2011-W16b,2011-W16,2011,W16b,1427,UT San Antonio,W16,0,11/1/2010,135,1,70,0,61,N,0,23,54,4,16,20,30,10,30,14,13,4,0,14,22,62,7,26,10,12,11,28,13,12,6,3,22
2011-X01,2011-R1X1,2011,X01,1181,Duke,R1X1,1,11/1/2010,137,1,87,0,45,N,0,32,60,9,19,14,16,9,29,17,9,9,4,11,19,55,4,14,3,7,9,20,4,17,2,1,17
2011-X02,2011-R1X2,2011,X02,1361,San Diego St,R1X2,1,11/1/2010,136,1,68,0,50,N,0,27,66,9,22,5,8,15,30,11,4,5,5,8,19,56,8,22,4,8,9,24,8,9,2,0,7
2011-X03,2011-R1X3,2011,X03,1163,Connecticut,R1X3,1,11/1/2010,136,1,81,0,52,N,0,32,66,9,24,8,9,13,36,20,6,5,6,13,16,51,7,21,13,15,1,22,6,5,3,1,10
2011-X04,2011-R1X4,2011,X04,1400,Texas,R1X4,1,11/1/2010,137,1,85,0,81,N,0,30,63,4,9,21,26,15,27,14,10,4,9,14,33,75,7,29,8,11,17,21,12,7,7,3,17
2011-X05,2011-R1X5,2011,X05,1112,Arizona,R1X5,1,11/1/2010,137,1,77,0,75,N,0,23,50,5,19,26,31,8,21,11,14,8,2,21,26,53,6,15,17,24,10,23,16,15,7,1,24
2011-X06,2011-R1X6,2011,X06,1153,Cincinnati,R1X6,1,11/1/2010,136,1,78,0,63,N,0,29,54,4,11,16,22,13,23,14,11,3,2,15,24,63,6,19,9,13,15,16,15,9,7,3,18
2011-X07,2011-R1X7,2011,X07,1396,Temple,R1X7,1,11/1/2010,136,1,66,0,64,N,0,24,49,5,18,13,15,8,20,10,10,6,5,13,26,54,8,19,4,6,8,18,12,9,4,0,13
2011-X08,2011-R1X8,2011,X08,1276,Michigan,R1X8,1,11/1/2010,137,1,75,0,45,N,0,33,64,9,26,0,1,12,24,20,11,5,2,17,15,43,3,18,12,16,6,20,10,18,4,5,13
2011-X09,2011-R1X8,2011,X09,1397,Tennessee,R1X8,0,11/1/2010,137,0,75,1,45,N,0,33,64,9,26,0,1,12,24,20,11,5,2,17,15,43,3,18,12,16,6,20,10,18,4,5,13
2011-X10,2011-R1X7,2011,X10,1336,Penn St,R1X7,0,11/1/2010,136,0,66,1,64,N,0,24,49,5,18,13,15,8,20,10,10,6,5,13,26,54,8,19,4,6,8,18,12,9,4,0,13
2011-X11,2011-R1X6,2011,X11,1281,Missouri,R1X6,0,11/1/2010,136,0,78,1,63,N,0,29,54,4,11,16,22,13,23,14,11,3,2,15,24,63,6,19,9,13,15,16,15,9,7,3,18
2011-X12,2011-R1X5,2011,X12,1272,Memphis,R1X5,0,11/1/2010,137,0,77,1,75,N,0,23,50,5,19,26,31,8,21,11,14,8,2,21,26,53,6,15,17,24,10,23,16,15,7,1,24
2011-X13,2011-R1X4,2011,X13,1324,Oakland,R1X4,0,11/1/2010,137,0,85,1,81,N,0,30,63,4,9,21,26,15,27,14,10,4,9,14,33,75,7,29,8,11,17,21,12,7,7,3,17
2011-X14,2011-R1X3,2011,X14,1137,Bucknell,R1X3,0,11/1/2010,136,0,81,1,52,N,0,32,66,9,24,8,9,13,36,20,6,5,6,13,16,51,7,21,13,15,1,22,6,5,3,1,10
2011-X15,2011-R1X2,2011,X15,1294,N Colorado,R1X2,0,11/1/2010,136,0,68,1,50,N,0,27,66,9,22,5,8,15,30,11,4,5,5,8,19,56,8,22,4,8,9,24,8,9,2,0,7
2011-X16,2011-R1X1,2011,X16,1214,Hampton,R1X1,0,11/1/2010,137,0,87,1,45,N,0,32,60,9,19,14,16,9,29,17,9,9,4,11,19,55,4,14,3,7,9,20,4,17,2,1,17
2011-Y01,2011-R1Y1,2011,Y01,1338,Pittsburgh,R1Y1,1,11/1/2010,136,1,74,0,51,N,0,25,59,8,19,16,25,22,28,18,12,4,1,16,17,55,3,19,14,19,9,18,9,10,7,6,21
2011-Y02,2011-R1Y2,2011,Y02,1196,Florida,R1Y2,1,11/1/2010,136,1,79,0,51,N,0,29,53,8,23,13,17,9,26,22,12,11,2,15,17,47,5,19,12,18,8,18,8,17,7,3,17
2011-Y03,2011-R1Y3,2011,Y03,1140,BYU,R1Y3,1,11/1/2010,136,1,74,0,66,N,0,24,61,6,22,20,24,10,29,14,10,9,1,22,22,56,4,19,18,24,7,29,12,13,4,4,20
2011-Y04,2011-R1Y4,2011,Y04,1458,Wisconsin,R1Y4,1,11/1/2010,136,1,72,0,58,N,0,20,40,12,22,20,25,6,27,13,13,3,2,17,18,49,6,22,16,22,6,16,12,7,7,0,21
2011-Y05,2011-R1Y5,2011,Y05,1243,Kansas St,R1Y5,1,11/1/2010,136,1,73,0,68,N,0,22,54,5,17,24,28,12,21,14,11,2,1,17,23,50,6,18,16,21,8,21,10,12,2,2,25
2011-Y06,2011-R1Y6,2011,Y06,1385,St John's,R1Y6,1,11/1/2010,136,0,86,1,71,N,0,28,52,9,15,21,26,12,31,20,15,6,2,15,27,58,7,15,10,15,5,15,9,10,10,4,22
2011-Y07,2011-R1Y7,2011,Y07,1417,UCLA,R1Y7,1,11/1/2010,136,1,78,0,76,N,0,22,48,4,11,30,47,13,26,13,16,7,8,20,25,62,10,25,16,21,15,21,20,16,9,8,28
2011-Y08,2011-R1Y8,2011,Y08,1139,Butler,R1Y8,1,11/1/2010,136,1,60,0,58,N,0,22,54,7,26,9,11,18,14,11,15,8,1,21,16,45,5,15,21,27,13,16,8,15,9,2,17
2011-Y09,2011-R1Y8,2011,Y09,1330,Old Dominion,R1Y8,0,11/1/2010,136,0,60,1,58,N,0,22,54,7,26,9,11,18,14,11,15,8,1,21,16,45,5,15,21,27,13,16,8,15,9,2,17
2011-Y10,2011-R1Y7,2011,Y10,1277,Michigan St,R1Y7,0,11/1/2010,136,0,78,1,76,N,0,22,48,4,11,30,47,13,26,13,16,7,8,20,25,62,10,25,16,21,15,21,20,16,9,8,28
2011-Y11,2011-R1Y6,2011,Y11,1211,Gonzaga,R1Y6,0,11/1/2010,136,1,86,0,71,N,0,28,52,9,15,21,26,12,31,20,15,6,2,15,27,58,7,15,10,15,5,15,9,10,10,4,22
2011-Y12,2011-R1Y5,2011,Y12,1429,Utah St,R1Y5,0,11/1/2010,136,0,73,1,68,N,0,22,54,5,17,24,28,12,21,14,11,2,1,17,23,50,6,18,16,21,8,21,10,12,2,2,25
2011-Y13,2011-R1Y4,2011,Y13,1125,Belmont,R1Y4,0,11/1/2010,136,0,72,1,58,N,0,20,40,12,22,20,25,6,27,13,13,3,2,17,18,49,6,22,16,22,6,16,12,7,7,0,21
2011-Y14,2011-R1Y3,2011,Y14,1459,Wofford,R1Y3,0,11/1/2010,136,0,74,1,66,N,0,24,61,6,22,20,24,10,29,14,10,9,1,22,22,56,4,19,18,24,7,29,12,13,4,4,20
2011-Y15,2011-R1Y2,2011,Y15,1364,Santa Barbara,R1Y2,0,11/1/2010,136,0,79,1,51,N,0,29,53,8,23,13,17,9,26,22,12,11,2,15,17,47,5,19,12,18,8,18,8,17,7,3,17
2011-Y16a,2011-Y16,2011,Y16a,1114,Ark Little Rock,Y16,1,11/1/2010,134,0,81,1,77,N,1,27,54,4,12,23,28,6,29,17,15,6,1,25,24,56,9,29,20,26,7,26,19,16,6,2,24
2011-Y16b,2011-Y16,2011,Y16b,1421,UNC Asheville,Y16,0,11/1/2010,134,1,81,0,77,N,1,27,54,4,12,23,28,6,29,17,15,6,1,25,24,56,9,29,20,26,7,26,19,16,6,2,24
2011-Z01,2011-R1Z1,2011,Z01,1242,Kansas,R1Z1,1,11/1/2010,137,1,72,0,53,N,0,29,57,9,20,5,8,11,29,19,14,5,1,13,18,51,9,25,8,12,6,19,10,12,6,3,16
2011-Z02,2011-R1Z2,2011,Z02,1323,Notre Dame,R1Z2,1,11/1/2010,137,1,69,0,56,N,0,21,47,7,17,20,26,6,35,16,14,5,5,11,23,64,7,21,3,6,8,24,10,8,6,4,21
2011-Z03,2011-R1Z3,2011,Z03,1345,Purdue,R1Z3,1,11/1/2010,137,1,65,0,43,N,0,23,54,5,15,14,17,14,33,12,16,7,3,13,17,58,5,21,4,6,9,19,9,14,10,2,19
2011-Z04,2011-R1Z4,2011,Z04,1257,Louisville,R1Z4,1,11/1/2010,136,0,62,1,61,N,0,21,57,9,19,11,18,17,24,11,18,12,1,13,22,48,10,25,7,16,6,23,14,16,14,7,18
2011-Z05,2011-R1Z5,2011,Z05,1435,Vanderbilt,R1Z5,1,11/1/2010,136,0,69,1,66,N,0,26,56,12,24,5,12,10,17,14,3,4,9,18,23,46,6,13,14,23,11,25,12,7,1,2,14
2011-Z06,2011-R1Z6,2011,Z06,1207,Georgetown,R1Z6,1,11/1/2010,137,0,74,1,56,N,0,18,44,12,25,26,39,8,22,14,6,7,4,16,20,52,5,26,11,13,12,24,12,17,3,1,26
2011-Z07,2011-R1Z7,2011,Z07,1401,Texas A&M,R1Z7,1,11/1/2010,137,0,57,1,50,N,0,20,43,4,15,13,20,6,29,14,13,6,10,17,16,51,9,25,9,19,12,21,12,11,6,1,19
2011-Z08,2011-R1Z8,2011,Z08,1424,UNLV,R1Z8,1,11/1/2010,137,0,73,1,62,N,0,28,47,7,13,10,14,5,28,21,15,3,2,17,21,54,7,24,13,19,8,17,10,9,8,0,16
2011-Z09,2011-R1Z8,2011,Z09,1228,Illinois,R1Z8,0,11/1/2010,137,1,73,0,62,N,0,28,47,7,13,10,14,5,28,21,15,3,2,17,21,54,7,24,13,19,8,17,10,9,8,0,16
2011-Z10,2011-R1Z7,2011,Z10,1199,Florida St,R1Z7,0,11/1/2010,137,1,57,0,50,N,0,20,43,4,15,13,20,6,29,14,13,6,10,17,16,51,9,25,9,19,12,21,12,11,6,1,19
2011-Z11a,2011-Z11,2011,Z11a,1425,USC,Z11,1,11/1/2010,135,0,59,1,46,N,0,20,59,9,24,10,15,17,23,11,9,5,3,24,15,38,1,9,15,25,5,26,4,15,2,6,20
2011-Z11b,2011-Z11,2011,Z11b,1433,VA Commonwealth,Z11,0,11/1/2010,135,1,59,0,46,N,0,20,59,9,24,10,15,17,23,11,9,5,3,24,15,38,1,9,15,25,5,26,4,15,2,6,20
2011-Z12,2011-R1Z5,2011,Z12,1350,Richmond,R1Z5,0,11/1/2010,136,1,69,0,66,N,0,26,56,12,24,5,12,10,17,14,3,4,9,18,23,46,6,13,14,23,11,25,12,7,1,2,14
2011-Z13,2011-R1Z4,2011,Z13,1287,Morehead St,R1Z4,0,11/1/2010,136,1,62,0,61,N,0,21,57,9,19,11,18,17,24,11,18,12,1,13,22,48,10,25,7,16,6,23,14,16,14,7,18
2011-Z14,2011-R1Z3,2011,Z14,1389,St Peter's,R1Z3,0,11/1/2010,137,0,65,1,43,N,0,23,54,5,15,14,17,14,33,12,16,7,3,13,17,58,5,21,4,6,9,19,9,14,10,2,19
2011-Z15,2011-R1Z2,2011,Z15,1103,Akron,R1Z2,0,11/1/2010,137,0,69,1,56,N,0,21,47,7,17,20,26,6,35,16,14,5,5,11,23,64,7,21,3,6,8,24,10,8,6,4,21
2011-Z16,2011-R1Z1,2011,Z16,1131,Boston Univ,R1Z1,0,11/1/2010,137,0,72,1,53,N,0,29,57,9,20,5,8,11,29,19,14,5,1,13,18,51,9,25,8,12,6,19,10,12,6,3,16
2012-W01,2012-R1W1,2012,W01,1393,Syracuse,R1W1,1,10/31/2011,136,1,72,0,65,N,0,25,56,5,23,17,24,15,18,16,9,5,5,15,21,49,9,23,14,16,10,22,17,12,3,0,22
2012-W02,2012-R1W2,2012,W02,1326,Ohio St,R1W2,1,10/31/2011,136,1,78,0,59,N,0,26,58,5,14,21,26,16,33,11,18,6,8,19,19,54,4,14,17,22,5,19,9,12,6,8,24
2012-W03,2012-R1W3,2012,W03,1199,Florida St,R1W3,1,10/31/2011,137,1,66,0,63,N,0,24,53,7,19,11,14,9,22,13,11,9,9,14,23,57,7,14,10,13,14,23,16,13,9,3,16
2012-W04,2012-R1W4,2012,W04,1458,Wisconsin,R1W4,1,10/31/2011,136,1,73,0,49,N,0,23,48,10,19,17,19,11,26,15,10,3,8,15,18,47,3,9,10,15,5,16,8,8,8,2,16
2012-W05,2012-R1W5,2012,W05,1435,Vanderbilt,R1W5,1,10/31/2011,136,1,79,0,70,N,0,25,46,8,18,21,30,10,25,13,16,8,5,18,25,56,9,24,11,14,8,17,14,10,4,0,21
2012-W06,2012-R1W6,2012,W06,1153,Cincinnati,R1W6,1,10/31/2011,137,1,65,0,59,N,0,27,59,3,16,8,16,12,28,17,9,4,4,16,20,57,7,20,12,14,10,24,11,11,6,5,15
2012-W07,2012-R1W7,2012,W07,1211,Gonzaga,R1W7,1,10/31/2011,136,1,77,0,54,N,0,28,50,9,17,12,16,6,25,15,10,9,2,25,16,49,3,17,19,28,12,19,10,10,2,3,17
2012-W08,2012-R1W8,2012,W08,1243,Kansas St,R1W8,1,10/31/2011,136,1,70,0,64,N,0,21,42,2,12,26,34,5,26,12,11,4,7,18,22,60,8,23,12,17,13,21,8,10,8,0,25
2012-W09,2012-R1W8,2012,W09,1379,Southern Miss,R1W8,0,10/31/2011,136,0,70,1,64,N,0,21,42,2,12,26,34,5,26,12,11,4,7,18,22,60,8,23,12,17,13,21,8,10,8,0,25
2012-W10,2012-R1W7,2012,W10,1452,West Virginia,R1W7,0,10/31/2011,136,0,77,1,54,N,0,28,50,9,17,12,16,6,25,15,10,9,2,25,16,49,3,17,19,28,12,19,10,10,2,3,17
2012-W11,2012-R1W6,2012,W11,1400,Texas,R1W6,0,10/31/2011,137,0,65,1,59,N,0,27,59,3,16,8,16,12,28,17,9,4,4,16,20,57,7,20,12,14,10,24,11,11,6,5,15
2012-W12,2012-R1W5,2012,W12,1217,Harvard,R1W5,0,10/31/2011,136,0,79,1,70,N,0,25,46,8,18,21,30,10,25,13,16,8,5,18,25,56,9,24,11,14,8,17,14,10,4,0,21
2012-W13,2012-R1W4,2012,W13,1285,Montana,R1W4,0,10/31/2011,136,0,73,1,49,N,0,23,48,10,19,17,19,11,26,15,10,3,8,15,18,47,3,9,10,15,5,16,8,8,8,2,16
2012-W14,2012-R1W3,2012,W14,1382,St Bonaventure,R1W3,0,10/31/2011,137,0,66,1,63,N,0,24,53,7,19,11,14,9,22,13,11,9,9,14,23,57,7,14,10,13,14,23,16,13,9,3,16
2012-W15,2012-R1W2,2012,W15,1259,Loyola MD,R1W2,0,10/31/2011,136,0,78,1,59,N,0,26,58,5,14,21,26,16,33,11,18,6,8,19,19,54,4,14,17,22,5,19,9,12,6,8,24
2012-W16,2012-R1W1,2012,W16,1421,UNC Asheville,R1W1,0,10/31/2011,136,0,72,1,65,N,0,25,56,5,23,17,24,15,18,16,9,5,5,15,21,49,9,23,14,16,10,22,17,12,3,0,22
2012-X01,2012-R1X1,2012,X01,1314,North Carolina,R1X1,1,10/31/2011,137,1,77,0,58,N,0,27,65,5,18,18,24,15,22,14,11,14,6,10,25,63,3,18,5,8,16,26,8,20,6,2,19
2012-X02,2012-R1X2,2012,X02,1242,Kansas,R1X2,1,10/31/2011,137,1,65,0,50,N,0,23,50,5,16,14,23,7,33,12,14,6,5,17,20,63,3,17,7,14,16,25,9,14,9,3,21
2012-X03,2012-R1X3,2012,X03,1207,Georgetown,R1X3,1,10/31/2011,137,1,74,0,59,N,0,30,49,5,12,9,13,7,25,14,12,2,3,10,21,54,10,27,7,11,10,14,16,9,3,0,15
2012-X04,2012-R1X4,2012,X04,1276,Michigan,R1X4,1,10/31/2011,137,0,65,1,60,N,0,22,43,6,16,15,17,4,22,13,9,6,2,12,22,54,7,23,9,11,11,18,11,10,2,0,16
2012-X05,2012-R1X5,2012,X05,1396,Temple,R1X5,1,10/31/2011,137,0,58,1,44,N,0,17,50,8,17,16,21,14,23,7,12,10,1,16,15,42,2,12,12,16,6,22,9,13,6,5,19
2012-X06,2012-R1X6,2012,X06,1361,San Diego St,R1X6,1,10/31/2011,137,0,79,1,65,N,0,31,53,3,9,14,21,6,32,13,10,3,3,13,23,61,8,23,11,14,8,21,9,9,3,2,17
2012-X07,2012-R1X7,2012,X07,1388,St Mary's CA,R1X7,1,10/31/2011,137,0,72,1,69,N,0,26,57,5,16,15,18,7,25,7,10,7,2,17,27,64,4,25,11,13,12,27,11,11,3,3,18
2012-X08,2012-R1X8,2012,X08,1166,Creighton,R1X8,1,10/31/2011,137,1,58,0,57,N,0,22,50,9,21,5,13,7,24,14,7,4,3,11,22,48,7,17,6,12,6,26,9,9,5,4,18
2012-X09,2012-R1X8,2012,X09,1104,Alabama,R1X8,0,10/31/2011,137,0,58,1,57,N,0,22,50,9,21,5,13,7,24,14,7,4,3,11,22,48,7,17,6,12,6,26,9,9,5,4,18
2012-X10,2012-R1X7,2012,X10,1345,Purdue,R1X7,0,10/31/2011,137,1,72,0,69,N,0,26,57,5,16,15,18,7,25,7,10,7,2,17,27,64,4,25,11,13,12,27,11,11,3,3,18
2012-X11,2012-R1X6,2012,X11,1301,NC State,R1X6,0,10/31/2011,137,1,79,0,65,N,0,31,53,3,9,14,21,6,32,13,10,3,3,13,23,61,8,23,11,14,8,21,9,9,3,2,17
2012-X12a,2012-X12,2012,X12a,1143,California,X12,1,10/31/2011,135,0,65,1,54,N,0,28,49,5,15,4,8,5,27,15,11,3,4,14,21,58,3,14,9,14,12,19,10,7,1,2,14
2012-X12b,2012-X12,2012,X12b,1378,South Florida,X12,0,10/31/2011,135,1,65,0,54,N,0,28,49,5,15,4,8,5,27,15,11,3,4,14,21,58,3,14,9,14,12,19,10,7,1,2,14
2012-X13,2012-R1X4,2012,X13,1325,Ohio,R1X4,0,10/31/2011,137,1,65,0,60,N,0,22,43,6,16,15,17,4,22,13,9,6,2,12,22,54,7,23,9,11,11,18,11,10,2,0,16
2012-X14,2012-R1X3,2012,X14,1125,Belmont,R1X3,0,10/31/2011,137,0,74,1,59,N,0,30,49,5,12,9,13,7,25,14,12,2,3,10,21,54,10,27,7,11,10,14,16,9,3,0,15
2012-X15,2012-R1X2,2012,X15,1178,Detroit,R1X2,0,10/31/2011,137,0,65,1,50,N,0,23,50,5,16,14,23,7,33,12,14,6,5,17,20,63,3,17,7,14,16,25,9,14,9,3,21
2012-X16a,2012-X16,2012,X16a,1249,Lamar,X16,1,10/31/2011,135,0,71,1,59,N,0,25,50,4,11,17,24,9,25,16,5,3,3,19,20,60,4,13,15,21,19,21,6,7,3,2,17
