Unique ID,Season,Team,games_won,games_lost,total_wscore,total_lscore,win_score_diff,lose_score_diff,avg_win_score_diff,avg_lose_score_diff,seed,seed_number,ncaa_champ,final_four
1127-2009,2009,1127,22,8,1571,526,176,87,8,10.875,W15,15,0,0
1127-2010,2010,1127,11,18,780,1009,98,286,8.909090909,15.88888889,0,0,0,0
1127-2011,2011,1127,8,23,575,1286,80,342,10,14.86956522,0,0,0,0
1127-2012,2012,1127,2,29,130,1632,10,441,5,15.20689655,0,0,0,0
1127-2013,2013,1127,2,27,119,1481,9,439,4.5,16.25925926,0,0,0,0
1127-2014,2014,1127,7,23,514,1326,66,366,9.428571429,15.91304348,0,0,0,0
1127-2015,2015,1127,5,25,342,1369,47,346,9.4,13.84,0,0,0,0
1127-2016,2016,1127,8,22,569,1258,80,312,10,14.18181818,0,0,0,0
1128-2003,2003,1128,17,9,1226,538,168,86,9.882352941,9.555555556,0,0,0,0
1128-2004,2004,1128,18,7,1362,446,239,76,13.27777778,10.85714286,0,0,0,0
1128-2005,2005,1128,15,14,1033,828,147,118,9.8,8.428571429,0,0,0,0
1128-2006,2006,1128,17,9,1206,534,205,145,12.05882353,16.11111111,0,0,0,0
1129-2003,2003,1129,12,16,853,992,95,124,7.916666667,7.75,0,0,0,0
1129-2004,2004,1129,19,9,1433,595,224,83,11.78947368,9.222222222,0,0,0,0
1129-2005,2005,1129,15,18,1149,1190,114,247,7.6,13.72222222,0,0,0,0
1129-2006,2006,1129,13,15,991,1022,118,108,9.076923077,7.2,0,0,0,0
1129-2007,2007,1129,16,14,1247,1012,208,118,13,8.428571429,0,0,0,0
1129-2008,2008,1129,24,8,1997,602,248,84,10.33333333,10.5,W14,14,0,0
1129-2009,2009,1129,18,12,1373,780,158,156,8.777777778,13,0,0,0,0
1129-2010,2010,1129,14,17,1090,1204,201,180,14.35714286,10.58823529,0,0,0,0
1129-2011,2011,1129,19,12,1460,827,278,93,14.63157895,7.75,0,0,0,0
1129-2012,2012,1129,12,17,960,995,199,188,16.58333333,11.05882353,0,0,0,0
1129-2013,2013,1129,19,10,1423,638,232,98,12.21052632,9.8,Z13a,13,0,0
1129-2014,2014,1129,19,13,1546,855,240,81,12.63157895,6.230769231,0,0,0,0
1129-2015,2015,1129,23,8,1703,463,339,62,14.73913043,7.75,W11a,11,0,0
1129-2016,2016,1129,18,12,1425,855,200,77,11.11111111,6.416666667,0,0,0,0
1130-2003,2003,1130,18,11,1525,785,222,126,12.33333333,11.45454545,0,0,0,0
1130-2004,2004,1130,23,9,1636,564,242,82,10.52173913,9.111111111,Z06,06,0,0
1130-2005,2005,1130,24,4,1757,257,264,37,11,9.25,X04,04,0,0
1130-2006,2006,1130,25,7,1911,474,292,47,11.68,6.714285714,Y04,04,0,0
1130-2007,2007,1130,20,11,1593,721,287,139,14.35,12.63636364,W07,07,0,0
1130-2008,2008,1130,14,17,1062,1141,180,220,12.85714286,12.94117647,0,0,0,0
1130-2009,2009,1130,22,11,1739,734,248,100,11.27272727,9.090909091,Y07,07,0,0
1130-2010,2010,1130,15,16,1139,1006,237,140,15.8,8.75,0,0,0,0
1130-2011,2011,1130,20,12,1545,746,220,136,11,11.33333333,0,0,0,0
1130-2012,2012,1130,9,22,597,1236,64,356,7.111111111,16.18181818,0,0,0,0
1130-2013,2013,1130,16,17,1135,1080,133,164,8.3125,9.647058824,0,0,0,0
1130-2014,2014,1130,7,24,526,1604,60,234,8.571428571,9.75,0,0,0,0
1130-2015,2015,1130,13,19,911,1194,138,190,10.61538462,10,0,0,0,0
1130-2016,2016,1130,7,25,522,1437,117,414,16.71428571,16.56,0,0,0,0
1131-2003,2003,1131,20,10,1450,593,248,103,12.4,10.3,0,0,0,0
1131-2004,2004,1131,23,5,1606,272,278,46,12.08695652,9.2,0,0,0,0
1131-2005,2005,1131,20,8,1327,461,301,65,15.05,8.125,0,0,0,0
1131-2006,2006,1131,12,16,801,849,116,135,9.666666667,8.4375,0,0,0,0
1131-2007,2007,1131,12,18,785,1017,133,132,11.08333333,7.333333333,0,0,0,0
1131-2008,2008,1131,14,17,994,960,154,209,11,12.29411765,0,0,0,0
1131-2009,2009,1131,17,13,1256,802,205,136,12.05882353,10.46153846,0,0,0,0
1131-2010,2010,1131,19,13,1416,850,284,158,14.94736842,12.15384615,0,0,0,0
1131-2011,2011,1131,21,13,1422,795,193,126,9.19047619,9.692307692,Z16,16,0,0
1131-2012,2012,1131,16,16,1115,930,197,186,12.3125,11.625,0,0,0,0
1131-2013,2013,1131,17,12,1245,727,210,103,12.35294118,8.583333333,0,0,0,0
1131-2014,2014,1131,24,10,1800,630,271,121,11.29166667,12.1,0,0,0,0
1131-2015,2015,1131,12,17,831,1137,100,173,8.333333333,10.17647059,0,0,0,0
1131-2016,2016,1131,17,14,1281,975,168,174,9.882352941,12.42857143,0,0,0,0
1132-2003,2003,1132,11,16,788,1007,74,186,6.727272727,11.625,0,0,0,0
1132-2004,2004,1132,12,17,909,1118,129,180,10.75,10.58823529,0,0,0,0
1132-2005,2005,1132,17,11,1269,667,147,141,8.647058824,12.81818182,0,0,0,0
1132-2006,2006,1132,7,21,488,1324,52,282,7.428571429,13.42857143,0,0,0,0
1132-2007,2007,1132,11,18,794,1121,67,191,6.090909091,10.61111111,0,0,0,0
1132-2008,2008,1132,13,17,907,997,108,242,8.307692308,14.23529412,0,0,0,0
1132-2009,2009,1132,17,13,1143,750,162,107,9.529411765,8.230769231,0,0,0,0
1132-2010,2010,1132,13,16,870,952,100,209,7.692307692,13.0625,0,0,0,0
1132-2011,2011,1132,13,19,915,1120,108,233,8.307692308,12.26315789,0,0,0,0
1132-2012,2012,1132,15,15,1010,959,166,113,11.06666667,7.533333333,0,0,0,0
1132-2013,2013,1132,11,19,709,1170,137,184,12.45454545,9.684210526,0,0,0,0
1132-2014,2014,1132,11,20,758,1147,84,185,7.636363636,9.25,0,0,0,0
1132-2015,2015,1132,20,10,1379,623,222,68,11.1,6.8,0,0,0,0
1132-2016,2016,1132,14,18,1074,1143,134,263,9.571428571,14.61111111,0,0,0,0
1133-2003,2003,1133,11,18,875,1222,148,150,13.45454545,8.333333333,0,0,0,0
1133-2004,2004,1133,15,15,1055,922,119,179,7.933333333,11.93333333,0,0,0,0
1133-2005,2005,1133,13,15,970,989,119,156,9.153846154,10.4,0,0,0,0
1133-2006,2006,1133,20,10,1496,650,304,87,15.2,8.7,X13,13,0,0
1133-2007,2007,1133,20,12,1600,780,275,133,13.75,11.08333333,0,0,0,0
1133-2008,2008,1133,17,15,1290,1055,195,132,11.47058824,8.8,0,0,0,0
1133-2009,2009,1133,18,14,1270,867,165,151,9.166666667,10.78571429,0,0,0,0
1133-2010,2010,1133,16,15,1149,942,150,148,9.375,9.866666667,0,0,0,0
1133-2011,2011,1133,11,20,766,1244,95,194,8.636363636,9.7,0,0,0,0
1133-2012,2012,1133,7,25,504,1451,51,352,7.285714286,14.08,0,0,0,0
1133-2013,2013,1133,16,16,1179,963,192,215,12,13.4375,0,0,0,0
1133-2014,2014,1133,12,20,856,1180,159,236,13.25,11.8,0,0,0,0
1133-2015,2015,1133,8,24,494,1308,67,253,8.375,10.54166667,0,0,0,0
1133-2016,2016,1133,4,27,244,1488,10,463,2.5,17.14814815,0,0,0,0
1135-2003,2003,1135,17,11,1375,696,184,131,10.82352941,11.90909091,0,0,0,0
1135-2004,2004,1135,13,13,1075,786,164,196,12.61538462,15.07692308,0,0,0,0
1135-2005,2005,1135,12,16,879,970,152,201,12.66666667,12.5625,0,0,0,0
1135-2006,2006,1135,10,17,699,914,78,205,7.8,12.05882353,0,0,0,0
1135-2007,2007,1135,11,18,745,1014,96,177,8.727272727,9.833333333,0,0,0,0
1135-2008,2008,1135,19,9,1383,540,237,115,12.47368421,12.77777778,0,0,0,0
1135-2009,2009,1135,9,19,616,1096,83,269,9.222222222,14.15789474,0,0,0,0
1135-2010,2010,1135,9,20,648,1282,73,263,8.111111111,13.15,0,0,0,0
1135-2011,2011,1135,10,17,787,1127,103,188,10.3,11.05882353,0,0,0,0
1135-2012,2012,1135,7,23,520,1301,64,331,9.142857143,14.39130435,0,0,0,0
1135-2013,2013,1135,12,15,810,867,99,188,8.25,12.53333333,0,0,0,0
1135-2014,2014,1135,14,13,1052,857,144,68,10.28571429,5.230769231,0,0,0,0
1135-2015,2015,1135,11,18,771,1114,89,241,8.090909091,13.38888889,0,0,0,0
1135-2016,2016,1135,7,20,569,1402,63,204,9,10.2,0,0,0,0
1136-2009,2009,1136,8,21,531,1139,80,379,10,18.04761905,0,0,0,0
1136-2010,2010,1136,1,29,53,1503,2,531,2,18.31034483,0,0,0,0
1136-2011,2011,1136,8,21,573,1357,37,323,4.625,15.38095238,0,0,0,0
1136-2012,2012,1136,2,28,129,1723,10,419,5,14.96428571,0,0,0,0
1136-2013,2013,1136,19,11,1498,725,233,146,12.26315789,13.27272727,0,0,0,0
1136-2014,2014,1136,17,14,1345,924,170,150,10,10.71428571,0,0,0,0
1136-2015,2015,1136,16,15,1140,918,123,165,7.6875,11,0,0,0,0
1136-2016,2016,1136,7,23,537,1399,46,402,6.571428571,17.47826087,0,0,0,0
1137-2003,2003,1137,13,15,800,815,147,193,11.30769231,12.86666667,0,0,0,0
1137-2004,2004,1137,12,15,817,910,198,132,16.5,8.8,0,0,0,0
1137-2005,2005,1137,22,9,1471,500,266,107,12.09090909,11.88888889,Z14,14,0,0
1137-2006,2006,1137,25,4,1684,239,375,66,15,16.5,X09,09,0,0
1137-2007,2007,1137,22,9,1438,527,232,58,10.54545455,6.444444444,0,0,0,0
1137-2008,2008,1137,12,19,886,1039,68,166,5.666666667,8.736842105,0,0,0,0
1137-2009,2009,1137,7,23,506,1422,49,273,7,11.86956522,0,0,0,0
1137-2010,2010,1137,14,17,986,1091,136,166,9.714285714,9.764705882,0,0,0,0
1137-2011,2011,1137,25,8,1802,533,319,77,12.76,9.625,X14,14,0,0
1137-2012,2012,1137,23,9,1646,545,311,88,13.52173913,9.777777778,0,0,0,0
1137-2013,2013,1137,27,5,1840,312,327,21,12.11111111,4.2,W11,11,0,0
1137-2014,2014,1137,16,14,1126,851,157,102,9.8125,7.285714286,0,0,0,0
1137-2015,2015,1137,18,14,1283,901,124,148,6.888888889,10.57142857,0,0,0,0
1137-2016,2016,1137,16,13,1306,955,247,123,15.4375,9.461538462,0,0,0,0
1138-2003,2003,1138,5,23,376,1439,79,286,15.8,12.43478261,0,0,0,0
1138-2004,2004,1138,17,12,1361,814,246,143,14.47058824,11.91666667,0,0,0,0
1138-2005,2005,1138,22,9,1663,668,204,86,9.272727273,9.555555556,0,0,0,0
1138-2006,2006,1138,18,13,1312,909,178,143,9.888888889,11,0,0,0,0
1138-2007,2007,1138,12,19,883,1226,96,213,8,11.21052632,0,0,0,0
1138-2008,2008,1138,9,20,718,1339,136,248,15.11111111,12.4,0,0,0,0
1138-2009,2009,1138,21,11,1416,666,170,82,8.095238095,7.454545455,0,0,0,0
1138-2010,2010,1138,17,12,1271,806,175,168,10.29411765,14,0,0,0,0
1138-2011,2011,1138,17,13,1273,860,262,85,15.41176471,6.538461538,0,0,0,0
1138-2012,2012,1138,18,10,1331,666,191,80,10.61111111,8,0,0,0,0
1138-2013,2013,1138,12,20,874,1241,119,170,9.916666667,8.5,0,0,0,0
1138-2014,2014,1138,18,10,1371,681,243,83,13.5,8.3,0,0,0,0
1138-2015,2015,1138,23,9,1793,607,286,71,12.43478261,7.888888889,Y12,12,0,0
1138-2016,2016,1138,19,14,1574,954,212,190,11.15789474,13.57142857,Y14,14,0,0
1139-2003,2003,1139,24,5,1671,318,276,54,11.5,10.8,W12,12,0,0
1139-2004,2004,1139,15,14,1031,773,160,107,10.66666667,7.642857143,0,0,0,0
1139-2005,2005,1139,11,15,786,866,164,126,14.90909091,8.4,0,0,0,0
1139-2006,2006,1139,19,12,1337,801,316,91,16.63157895,7.583333333,0,0,0,0
1139-2007,2007,1139,25,6,1731,386,391,39,15.64,6.5,Y05,05,0,0
1139-2008,2008,1139,29,3,2029,158,351,12,12.10344828,4,W07,07,0,0
1139-2009,2009,1139,25,5,1712,298,286,22,11.44,4.4,X09,09,0,0
1139-2010,2010,1139,28,4,1979,264,349,27,12.46428571,6.75,Z05,05,0,1
1139-2011,2011,1139,22,9,1652,595,307,75,13.95454545,8.333333333,Y08,08,0,1
1139-2012,2012,1139,19,14,1213,841,189,148,9.947368421,10.57142857,0,0,0,0
1139-2013,2013,1139,25,8,1803,455,263,101,10.52,12.625,W06,06,0,0
1139-2014,2014,1139,13,17,951,1074,167,165,12.84615385,9.705882353,0,0,0,0
1139-2015,2015,1139,22,10,1640,586,352,84,16,8.4,Y06,06,0,0
1139-2016,2016,1139,21,10,1841,657,392,100,18.66666667,10,X09,09,0,0
1140-2003,2003,1140,23,8,1703,543,337,65,14.65217391,8.125,X12,12,0,0
1140-2004,2004,1140,19,8,1484,465,253,69,13.31578947,8.625,X12,12,0,0
1140-2005,2005,1140,7,21,533,1252,95,254,13.57142857,12.0952381,0,0,0,0
1140-2006,2006,1140,19,8,1536,541,227,105,11.94736842,13.125,0,0,0,0
1140-2007,2007,1140,24,8,1903,572,328,81,13.66666667,10.125,X08,08,0,0
1140-2008,2008,1140,27,7,2095,423,457,85,16.92592593,12.14285714,Z08,08,0,0
1140-2009,2009,1140,24,7,1875,518,428,42,17.83333333,6,Z08,08,0,0
1140-2010,2010,1140,28,5,2372,354,593,34,21.17857143,6.8,Z07,07,0,0
1140-2011,2011,1140,29,4,2408,274,495,52,17.06896552,13,Y03,03,0,0
1140-2012,2012,1140,23,8,1891,538,435,101,18.91304348,12.625,Z14a,14,0,0
1140-2013,2013,1140,20,11,1611,742,319,118,15.95,10.72727273,0,0,0,0
1140-2014,2014,1140,22,11,1898,881,319,99,14.5,9,Z10,10,0,0
1140-2015,2015,1140,23,9,1945,674,339,54,14.73913043,6,Z11a,11,0,0
1140-2016,2016,1140,22,10,1912,749,388,53,17.63636364,5.3,0,0,0,0
1141-2003,2003,1141,23,6,1917,384,257,80,11.17391304,13.33333333,Z11,11,0,0
1141-2004,2004,1141,5,24,407,1585,36,352,7.2,14.66666667,0,0,0,0
1141-2005,2005,1141,8,18,623,1096,66,333,8.25,18.5,0,0,0,0
1141-2006,2006,1141,3,24,225,1367,26,333,8.666666667,13.875,0,0,0,0
1141-2007,2007,1141,13,18,916,1119,83,230,6.384615385,12.77777778,0,0,0,0
1141-2008,2008,1141,13,16,993,1045,89,186,6.846153846,11.625,0,0,0,0
1141-2009,2009,1141,12,19,784,1144,96,186,8,9.789473684,0,0,0,0
1141-2010,2010,1141,14,15,960,895,154,154,11,10.26666667,0,0,0,0
1141-2011,2011,1141,9,21,621,1157,63,231,7,11,0,0,0,0
1141-2012,2012,1141,10,21,688,1227,80,239,8,11.38095238,0,0,0,0
1141-2013,2013,1141,10,20,687,1329,81,229,8.1,11.45,0,0,0,0
1141-2014,2014,1141,8,21,628,1390,53,230,6.625,10.95238095,0,0,0,0
1141-2015,2015,1141,20,8,1555,542,285,82,14.25,10.25,0,0,0,0
1141-2016,2016,1141,14,15,1084,1082,167,145,11.92857143,9.666666667,0,0,0,0
1142-2003,2003,1142,15,14,1065,893,122,147,8.133333333,10.5,0,0,0,0
1142-2004,2004,1142,10,16,799,1022,110,193,11,12.0625,0,0,0,0
1142-2005,2005,1142,4,22,339,1409,46,382,11.5,17.36363636,0,0,0,0
1142-2006,2006,1142,8,19,549,1199,73,235,9.125,12.36842105,0,0,0,0
1142-2007,2007,1142,17,11,1337,756,199,132,11.70588235,12,0,0,0,0
1142-2008,2008,1142,11,18,783,1047,92,289,8.363636364,16.05555556,0,0,0,0
1142-2009,2009,1142,7,21,496,1326,83,225,11.85714286,10.71428571,0,0,0,0
1142-2010,2010,1142,12,19,960,1216,78,237,6.5,12.47368421,0,0,0,0
1142-2011,2011,1142,15,14,952,780,145,129,9.666666667,9.214285714,0,0,0,0
1142-2012,2012,1142,16,15,1083,895,232,133,14.5,8.866666667,0,0,0,0
1142-2013,2013,1142,16,13,1110,772,169,122,10.5625,9.384615385,0,0,0,0
1142-2014,2014,1142,11,19,725,1135,118,200,10.72727273,10.52631579,Y16a,16,0,0
1142-2015,2015,1142,11,16,757,858,117,144,10.63636364,9,0,0,0,0
1142-2016,2016,1142,8,20,639,1376,74,197,9.25,9.85,0,0,0,0
1143-2003,2003,1143,21,8,1598,562,218,81,10.38095238,10.125,W08,08,0,0
1143-2004,2004,1143,13,15,986,887,135,145,10.38461538,9.666666667,0,0,0,0
1143-2005,2005,1143,13,16,923,1033,143,241,11,15.0625,0,0,0,0
1143-2006,2006,1143,20,10,1474,602,219,85,10.95,8.5,W07,07,0,0
1143-2007,2007,1143,16,17,1172,1121,203,191,12.6875,11.23529412,0,0,0,0
1143-2008,2008,1143,16,15,1307,1090,199,141,12.4375,9.4,0,0,0,0
1143-2009,2009,1143,22,10,1733,668,316,102,14.36363636,10.2,Z07,07,0,0
1143-2010,2010,1143,23,10,1865,708,410,94,17.82608696,9.4,X08,08,0,0
1143-2011,2011,1143,17,14,1276,966,189,166,11.11764706,11.85714286,0,0,0,0
1143-2012,2012,1143,24,9,1761,604,425,99,17.70833333,11,X12a,12,0,0
1143-2013,2013,1143,20,11,1394,700,215,117,10.75,10.63636364,W12,12,0,0
1143-2014,2014,1143,19,13,1472,844,257,165,13.52631579,12.69230769,0,0,0,0
1143-2015,2015,1143,18,15,1330,865,211,237,11.72222222,15.8,0,0,0,0
1143-2016,2016,1143,23,10,1797,682,325,58,14.13043478,5.8,Y04,04,0,0
1144-2003,2003,1144,4,22,331,1360,38,381,9.5,17.31818182,0,0,0,0
1144-2004,2004,1144,3,24,244,1614,21,471,7,19.625,0,0,0,0
1144-2005,2005,1144,2,25,143,1538,14,398,7,15.92,0,0,0,0
1144-2006,2006,1144,10,18,865,1454,102,191,10.2,10.61111111,0,0,0,0
1144-2007,2007,1144,12,17,1020,1200,145,240,12.08333333,14.11764706,0,0,0,0
1144-2008,2008,1144,9,20,706,1362,86,208,9.555555556,10.4,0,0,0,0
1144-2009,2009,1144,12,16,911,1083,178,206,14.83333333,12.875,0,0,0,0
1144-2010,2010,1144,17,11,1227,668,233,128,13.70588235,11.63636364,0,0,0,0
1144-2011,2011,1144,11,19,818,1137,123,195,11.18181818,10.26315789,0,0,0,0
1144-2012,2012,1144,16,15,1210,1057,151,190,9.4375,12.66666667,0,0,0,0
1144-2013,2013,1144,11,19,869,1185,110,251,10,13.21052632,0,0,0,0
1144-2014,2014,1144,9,19,670,1185,51,239,5.666666667,12.57894737,0,0,0,0
1144-2015,2015,1144,7,22,471,1324,80,249,11.42857143,11.31818182,0,0,0,0
1144-2016,2016,1144,9,18,743,1180,78,197,8.666666667,10.94444444,0,0,0,0
1145-2003,2003,1145,10,18,776,1191,119,144,11.9,8,0,0,0,0
1145-2004,2004,1145,10,19,692,1305,75,175,7.5,9.210526316,0,0,0,0
1145-2005,2005,1145,11,18,840,1249,73,197,6.636363636,10.94444444,0,0,0,0
1145-2006,2006,1145,9,20,709,1341,94,217,10.44444444,10.85,0,0,0,0
1145-2007,2007,1145,12,19,873,1281,107,202,8.916666667,10.63157895,0,0,0,0
1145-2008,2008,1145,6,25,455,1468,82,428,13.66666667,17.12,0,0,0,0
1145-2009,2009,1145,11,20,790,1159,123,271,11.18181818,13.55,0,0,0,0
1145-2010,2010,1145,15,17,1060,1065,148,183,9.866666667,10.76470588,0,0,0,0
1145-2011,2011,1145,15,15,1068,975,179,160,11.93333333,10.66666667,0,0,0,0
1145-2012,2012,1145,5,25,392,1573,40,346,8,13.84,0,0,0,0
1145-2013,2013,1145,18,13,1381,882,216,119,12,9.153846154,0,0,0,0
1145-2014,2014,1145,21,11,1721,771,215,99,10.23809524,9,0,0,0,0
1145-2015,2015,1145,16,14,1088,838,166,108,10.375,7.714285714,0,0,0,0
1145-2016,2016,1145,14,19,1161,1365,143,204,10.21428571,10.73684211,0,0,0,0
1146-2007,2007,1146,6,20,407,1239,47,192,7.833333333,9.6,0,0,0,0
1146-2008,2008,1146,10,16,722,973,75,193,7.5,12.0625,0,0,0,0
1146-2009,2009,1146,6,19,411,1102,38,316,6.333333333,16.63157895,0,0,0,0
1146-2010,2010,1146,6,20,441,1166,72,246,12,12.3,0,0,0,0
1146-2011,2011,1146,2,24,147,1569,15,373,7.5,15.54166667,0,0,0,0
1146-2012,2012,1146,6,20,510,1285,62,385,10.33333333,19.25,0,0,0,0
1146-2013,2013,1146,11,17,935,1144,64,197,5.818181818,11.58823529,0,0,0,0
1146-2014,2014,1146,6,21,463,1472,55,344,9.166666667,16.38095238,0,0,0,0
1146-2015,2015,1146,2,27,144,1750,5,495,2.5,18.33333333,0,0,0,0
1146-2016,2016,1146,7,21,680,1430,112,346,16,16.47619048,0,0,0,0
1147-2003,2003,1147,10,14,819,924,120,246,12,17.57142857,0,0,0,0
1147-2004,2004,1147,14,12,1035,727,154,155,11,12.91666667,0,0,0,0
1147-2005,2005,1147,2,24,150,1494,5,393,2.5,16.375,0,0,0,0
1147-2006,2006,1147,3,23,221,1491,20,327,6.666666667,14.2173913,0,0,0,0
1147-2007,2007,1147,10,21,777,1348,88,291,8.8,13.85714286,0,0,0,0
1147-2008,2008,1147,9,21,710,1353,72,323,8,15.38095238,0,0,0,0
1147-2009,2009,1147,8,23,571,1422,84,298,10.5,12.95652174,0,0,0,0
1147-2010,2010,1147,6,21,486,1367,43,369,7.166666667,17.57142857,0,0,0,0
1147-2011,2011,1147,1,27,73,1570,13,639,13,23.66666667,0,0,0,0
1148-2003,2003,1148,15,13,1086,805,143,131,9.533333333,10.07692308,0,0,0,0
1148-2004,2004,1148,14,14,1070,909,150,114,10.71428571,8.142857143,0,0,0,0
1148-2005,2005,1148,12,16,934,985,129,158,10.75,9.875,0,0,0,0
1148-2006,2006,1148,18,11,1367,735,224,90,12.44444444,8.181818182,0,0,0,0
1148-2007,2007,1148,22,11,1645,642,240,122,10.90909091,11.09090909,X16,16,0,0
1148-2008,2008,1148,14,16,1083,1012,193,152,13.78571429,9.5,0,0,0,0
1148-2009,2009,1148,13,17,926,1017,114,214,8.769230769,12.58823529,0,0,0,0
1148-2010,2010,1148,12,18,829,1005,142,243,11.83333333,13.5,0,0,0,0
1148-2011,2011,1148,19,12,1396,774,223,98,11.73684211,8.166666667,0,0,0,0
1148-2012,2012,1148,13,16,968,1061,185,194,14.23076923,12.125,0,0,0,0
1148-2013,2013,1148,13,17,1032,1154,90,216,6.923076923,12.70588235,0,0,0,0
1148-2014,2014,1148,10,19,770,1262,50,254,5,13.36842105,0,0,0,0
1148-2015,2015,1148,5,26,303,1531,30,369,6,14.19230769,0,0,0,0
1148-2016,2016,1148,4,25,302,1586,24,404,6,16.16,0,0,0,0
1149-2003,2003,1149,12,14,861,821,107,141,8.916666667,10.07142857,0,0,0,0
1149-2004,2004,1149,4,22,252,1246,62,277,15.5,12.59090909,0,0,0,0
1149-2005,2005,1149,12,16,774,847,70,237,5.833333333,14.8125,0,0,0,0
1149-2006,2006,1149,10,15,753,930,101,204,10.1,13.6,0,0,0,0
1149-2007,2007,1149,4,22,326,1347,36,343,9,15.59090909,0,0,0,0
1149-2008,2008,1149,6,20,475,1369,48,302,8,15.1,0,0,0,0
1149-2009,2009,1149,6,20,396,1301,40,234,6.666666667,11.7,0,0,0,0
1149-2010,2010,1149,9,17,654,1018,66,190,7.333333333,11.17647059,0,0,0,0
1149-2011,2011,1149,12,16,925,1009,131,139,10.91666667,8.6875,0,0,0,0
1149-2012,2012,1149,16,12,1301,809,191,131,11.9375,10.91666667,0,0,0,0
1149-2013,2013,1149,16,12,1242,737,210,100,13.125,8.333333333,0,0,0,0
1149-2014,2014,1149,9,18,766,1295,143,130,15.88888889,7.222222222,0,0,0,0
1149-2015,2015,1149,16,11,1247,696,178,148,11.125,13.45454545,0,0,0,0
1149-2016,2016,1149,6,21,441,1409,31,256,5.166666667,12.19047619,0,0,0,0
1150-2003,2003,1150,13,16,973,1012,154,196,11.84615385,12.25,0,0,0,0
1150-2004,2004,1150,21,8,1754,547,295,66,14.04761905,8.25,Y09,09,0,0
1150-2005,2005,1150,21,7,1689,505,242,66,11.52380952,9.428571429,Z07,07,0,0
1150-2006,2006,1150,18,12,1323,754,181,103,10.05555556,8.583333333,0,0,0,0
1150-2007,2007,1150,14,16,1096,1005,173,223,12.35714286,13.9375,0,0,0,0
1150-2008,2008,1150,20,13,1488,830,173,79,8.65,6.076923077,0,0,0,0
1150-2009,2009,1150,11,20,817,1313,133,185,12.09090909,9.25,0,0,0,0
1150-2010,2010,1150,19,12,1498,778,267,196,14.05263158,16.33333333,0,0,0,0
1150-2011,2011,1150,10,20,698,1299,75,208,7.5,10.4,0,0,0,0
1150-2012,2012,1150,13,17,931,1079,121,177,9.307692308,10.41176471,0,0,0,0
1150-2013,2013,1150,21,11,1463,700,194,187,9.238095238,17,0,0,0,0
1150-2014,2014,1150,17,14,1305,910,154,160,9.058823529,11.42857143,0,0,0,0
1150-2015,2015,1150,14,18,1111,1251,154,109,11,6.055555556,0,0,0,0
1150-2016,2016,1150,14,19,1281,1303,189,236,13.5,12.42105263,0,0,0,0
1151-2003,2003,1151,19,9,1510,725,212,94,11.15789474,10.44444444,0,0,0,0
1151-2004,2004,1151,16,11,1325,793,163,120,10.1875,10.90909091,0,0,0,0
1151-2005,2005,1151,17,10,1270,632,211,133,12.41176471,13.3,W15,15,0,0
1151-2006,2006,1151,15,13,1115,826,130,195,8.666666667,15,0,0,0,0
1151-2007,2007,1151,12,18,852,1113,128,221,10.66666667,12.27777778,0,0,0,0
1151-2008,2008,1151,16,13,1265,870,168,171,10.5,13.15384615,0,0,0,0
1151-2009,2009,1151,16,16,1262,1138,170,217,10.625,13.5625,Z16,16,0,0
1151-2010,2010,1151,13,18,979,1135,145,296,11.15384615,16.44444444,0,0,0,0
1151-2011,2011,1151,14,16,1079,999,79,282,5.642857143,17.625,0,0,0,0
1151-2012,2012,1151,8,21,587,1392,89,189,11.125,9,0,0,0,0
1151-2013,2013,1151,11,19,831,1191,103,268,9.363636364,14.10526316,0,0,0,0
1151-2014,2014,1151,15,14,1164,946,146,221,9.733333333,15.78571429,0,0,0,0
1151-2015,2015,1151,20,10,1496,615,202,129,10.1,12.9,0,0,0,0
1151-2016,2016,1151,27,5,2096,297,312,66,11.55555556,13.2,W12,12,0,0
1152-2003,2003,1152,3,27,203,1693,12,365,4,13.51851852,0,0,0,0
1152-2004,2004,1152,11,20,791,1222,81,274,7.363636364,13.7,0,0,0,0
1152-2005,2005,1152,9,19,645,1163,73,245,8.111111111,12.89473684,0,0,0,0
1152-2006,2006,1152,11,19,832,1228,79,231,7.181818182,12.15789474,0,0,0,0
1152-2007,2007,1152,7,20,585,1304,50,263,7.142857143,13.15,0,0,0,0
1152-2008,2008,1152,8,17,660,1119,92,320,11.5,18.82352941,0,0,0,0
1152-2009,2009,1152,17,13,1511,974,229,170,13.47058824,13.07692308,0,0,0,0
1152-2010,2010,1152,6,22,411,1266,49,373,8.166666667,16.95454545,0,0,0,0
1152-2011,2011,1152,4,25,295,1590,27,689,6.75,27.56,0,0,0,0
1152-2012,2012,1152,3,25,226,1512,18,471,6,18.84,0,0,0,0
1152-2013,2013,1152,7,21,477,1278,87,275,12.42857143,13.0952381,0,0,0,0
1152-2014,2014,1152,11,19,835,1230,75,316,6.818181818,16.63157895,0,0,0,0
1152-2015,2015,1152,5,24,342,1260,34,390,6.8,16.25,0,0,0,0
1152-2016,2016,1152,1,28,77,1740,7,475,7,16.96428571,0,0,0,0
1153-2003,2003,1153,17,11,1233,652,241,78,14.17647059,7.090909091,Z08,08,0,0
